"LOCATION","Location","PLASTICS_APPLICATIONS","Plastics applications","PLASTICS_POLYMER","Plastics polymer","Value","Flag Codes","Flags"
"OAF","Other Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","HDPE","HDPE",0.268257,,
"OAF","Other Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PP","PP",0.875634,,
"OAF","Other Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PS","PS",0.271653,,
"OAF","Other Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PVC","PVC",0.129321,,
"OAF","Other Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PUR","PUR",0.115158,,
"OAF","Other Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","BIOPLASTICS","Bioplastics",0.008842,,
"OAF","Other Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","ABS_ASA_SAN","ABS, ASA, SAN",0.218747,,
"OAF","Other Africa","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","TOTAL","Total",2.513334,,
"OAF","Other Africa","BUILDING_AND_CONSTRUCTION","Building & construction","OTHER","Other",0.058082,,
"OAF","Other Africa","BUILDING_AND_CONSTRUCTION","Building & construction","LDPE_LLDPE","LDPE, LLDPE",0.01932,,
"OAF","Other Africa","BUILDING_AND_CONSTRUCTION","Building & construction","HDPE","HDPE",0.060177,,
"OAF","Other Africa","BUILDING_AND_CONSTRUCTION","Building & construction","PP","PP",0.031246,,
"OAF","Other Africa","BUILDING_AND_CONSTRUCTION","Building & construction","PS","PS",0.03675,,
"OAF","Other Africa","BUILDING_AND_CONSTRUCTION","Building & construction","PVC","PVC",0.20819,,
"OAF","Other Africa","BUILDING_AND_CONSTRUCTION","Building & construction","PUR","PUR",0.031023,,
"OAF","Other Africa","BUILDING_AND_CONSTRUCTION","Building & construction","BIOPLASTICS","Bioplastics",0.000563,,
"OAF","Other Africa","BUILDING_AND_CONSTRUCTION","Building & construction","ABS_ASA_SAN","ABS, ASA, SAN",0.001663,,
"OAF","Other Africa","BUILDING_AND_CONSTRUCTION","Building & construction","TOTAL","Total",0.447015,,
"OAF","Other Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","OTHER","Other",0.231869,,
"OAF","Other Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","LDPE_LLDPE","LDPE, LLDPE",0.063146,,
"OAF","Other Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","HDPE","HDPE",0.019724,,
"OAF","Other Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","PP","PP",0.147454,,
"OAF","Other Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","PS","PS",0.069385,,
"OAF","Other Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","PVC","PVC",0.059437,,
"OAF","Other Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","PUR","PUR",0.036717,,
"OAF","Other Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","BIOPLASTICS","Bioplastics",0.001935,,
"OAF","Other Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","ABS_ASA_SAN","ABS, ASA, SAN",0.102806,,
"OAF","Other Africa","ELECTRICAL_ELECTRONIC","Electrical/electronics","TOTAL","Total",0.732474,,
"OAF","Other Africa","TRANSPORTATION_-_OTHER","Transportation - other","OTHER","Other",0.63658,,
"OAF","Other Africa","TRANSPORTATION_-_OTHER","Transportation - other","LDPE_LLDPE","LDPE, LLDPE",0.011492,,
"OAF","Other Africa","TRANSPORTATION_-_OTHER","Transportation - other","HDPE","HDPE",0.052325,,
"OAF","Other Africa","TRANSPORTATION_-_OTHER","Transportation - other","PP","PP",0.237342,,
"OAF","Other Africa","TRANSPORTATION_-_OTHER","Transportation - other","PVC","PVC",0.032645,,
"OAF","Other Africa","TRANSPORTATION_-_OTHER","Transportation - other","PUR","PUR",0.076646,,
"OAF","Other Africa","TRANSPORTATION_-_OTHER","Transportation - other","FIBERS","Fibres",0.136246,,
"OAF","Other Africa","TRANSPORTATION_-_OTHER","Transportation - other","BIOPLASTICS","Bioplastics",0.00372,,
"OAF","Other Africa","TRANSPORTATION_-_OTHER","Transportation - other","ABS_ASA_SAN","ABS, ASA, SAN",0.033467,,
"OAF","Other Africa","TRANSPORTATION_-_OTHER","Transportation - other","TOTAL","Total",1.220464,,
"OAF","Other Africa","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.038833,,
"OAF","Other Africa","MARINE_COATINGS","Marine coatings","TOTAL","Total",0.038833,,
"OAF","Other Africa","INDUSTRIAL_MACHINERY","Industrial/machinery","LDPE_LLDPE","LDPE, LLDPE",0.000224,,
"OAF","Other Africa","INDUSTRIAL_MACHINERY","Industrial/machinery","HDPE","HDPE",0.000291,,
"OAF","Other Africa","INDUSTRIAL_MACHINERY","Industrial/machinery","PP","PP",0.000266,,
"OAF","Other Africa","INDUSTRIAL_MACHINERY","Industrial/machinery","TOTAL","Total",0.000784,,
"OAF","Other Africa","PERSONAL_CARE_PRODUCTS","Personal care products","HDPE","HDPE",0.003296,,
"OAF","Other Africa","PERSONAL_CARE_PRODUCTS","Personal care products","PP","PP",0.000085,,
"OAF","Other Africa","PERSONAL_CARE_PRODUCTS","Personal care products","TOTAL","Total",0.003381,,
"OAF","Other Africa","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","FIBERS","Fibres",0.430362,,
"OAF","Other Africa","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","BIOPLASTICS","Bioplastics",0.003705,,
"OAF","Other Africa","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","TOTAL","Total",0.434067,,
"OAF","Other Africa","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","FIBERS","Fibres",0.777415,,
"OAF","Other Africa","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","TOTAL","Total",0.777415,,
"OAF","Other Africa","ROAD_MARKING","Road marking","ROAD_MARKING_COATINGS","Road marking coatings",0.03899,,
"OAF","Other Africa","ROAD_MARKING","Road marking","TOTAL","Total",0.03899,,
"OAF","Other Africa","TOTAL","Total","OTHER","Other",3.01631,,
"OAF","Other Africa","TOTAL","Total","MARINE_COATINGS","Marine coatings",0.038833,,
"OAF","Other Africa","TOTAL","Total","LDPE_LLDPE","LDPE, LLDPE",2.783742,,
