"LOCATION","Location","PLASTICS_APPLICATIONS","Plastics applications","PLASTICS_POLYMER","Plastics polymer","Value","Flag Codes","Flags"
"OAM","Other OECD America","ELECTRICAL_ELECTRONIC","Electrical/electronics","BIOPLASTICS","Bioplastics",0.001385,,
"OAM","Other OECD America","ELECTRICAL_ELECTRONIC","Electrical/electronics","ABS_ASA_SAN","ABS, ASA, SAN",0.073587,,
"OAM","Other OECD America","ELECTRICAL_ELECTRONIC","Electrical/electronics","TOTAL","Total",0.528067,,
"OAM","Other OECD America","TRANSPORTATION_-_OTHER","Transportation - other","OTHER","Other",0.516812,,
"OAM","Other OECD America","TRANSPORTATION_-_OTHER","Transportation - other","LDPE_LLDPE","LDPE, LLDPE",0.009379,,
"OAM","Other OECD America","TRANSPORTATION_-_OTHER","Transportation - other","HDPE","HDPE",0.042887,,
"OAM","Other OECD America","TRANSPORTATION_-_OTHER","Transportation - other","PP","PP",0.192608,,
"OAM","Other OECD America","TRANSPORTATION_-_OTHER","Transportation - other","PVC","PVC",0.026492,,
"OAM","Other OECD America","TRANSPORTATION_-_OTHER","Transportation - other","PUR","PUR",0.0622,,
"OAM","Other OECD America","TRANSPORTATION_-_OTHER","Transportation - other","FIBERS","Fibres",0.110567,,
"OAM","Other OECD America","TRANSPORTATION_-_OTHER","Transportation - other","BIOPLASTICS","Bioplastics",0.003019,,
"OAM","Other OECD America","TRANSPORTATION_-_OTHER","Transportation - other","ABS_ASA_SAN","ABS, ASA, SAN",0.027159,,
"OAM","Other OECD America","TRANSPORTATION_-_OTHER","Transportation - other","TOTAL","Total",0.991123,,
"OAM","Other OECD America","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.01325,,
"OAM","Other OECD America","MARINE_COATINGS","Marine coatings","TOTAL","Total",0.01325,,
"OAM","Other OECD America","INDUSTRIAL_MACHINERY","Industrial/machinery","LDPE_LLDPE","LDPE, LLDPE",0.044532,,
"OAM","Other OECD America","INDUSTRIAL_MACHINERY","Industrial/machinery","HDPE","HDPE",0.04378,,
"OAM","Other OECD America","INDUSTRIAL_MACHINERY","Industrial/machinery","PP","PP",0.06174,,
"OAM","Other OECD America","INDUSTRIAL_MACHINERY","Industrial/machinery","PUR","PUR",0.055422,,
"OAM","Other OECD America","INDUSTRIAL_MACHINERY","Industrial/machinery","TOTAL","Total",0.205474,,
"OAM","Other OECD America","PERSONAL_CARE_PRODUCTS","Personal care products","HDPE","HDPE",0.000483,,
"OAM","Other OECD America","PERSONAL_CARE_PRODUCTS","Personal care products","PP","PP",0.000012,,
"OAM","Other OECD America","PERSONAL_CARE_PRODUCTS","Personal care products","TOTAL","Total",0.000496,,
"OAM","Other OECD America","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","FIBERS","Fibres",0.463323,,
"OAM","Other OECD America","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","BIOPLASTICS","Bioplastics",0.004061,,
"OAM","Other OECD America","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","TOTAL","Total",0.467384,,
"OAM","Other OECD America","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","FIBERS","Fibres",0.431334,,
"OAM","Other OECD America","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","TOTAL","Total",0.431334,,
"OAM","Other OECD America","ROAD_MARKING","Road marking","ROAD_MARKING_COATINGS","Road marking coatings",0.026081,,
"OAM","Other OECD America","ROAD_MARKING","Road marking","TOTAL","Total",0.026081,,
"OAM","Other OECD America","TRANSPORTATION_-_TYRES","Transportation - tyres","ELASTOMERS_TYRES","Elastomers (tyres)",0.143002,,
"OAM","Other OECD America","TRANSPORTATION_-_TYRES","Transportation - tyres","TOTAL","Total",0.143002,,
"OAM","Other OECD America","TOTAL","Total","OTHER","Other",2.110099,,
"OAM","Other OECD America","TOTAL","Total","MARINE_COATINGS","Marine coatings",0.01325,,
"OAM","Other OECD America","TOTAL","Total","LDPE_LLDPE","LDPE, LLDPE",1.876395,,
"OAM","Other OECD America","TOTAL","Total","HDPE","HDPE",1.759382,,
"OAM","Other OECD America","TOTAL","Total","PP","PP",2.398947,,
"OAM","Other OECD America","TOTAL","Total","PS","PS",0.62115,,
"OAM","Other OECD America","TOTAL","Total","PVC","PVC",1.077979,,
"OAM","Other OECD America","TOTAL","Total","PET","PET",0.883625,,
"OAM","Other OECD America","TOTAL","Total","PUR","PUR",0.488974,,
"OAM","Other OECD America","TOTAL","Total","FIBERS","Fibres",1.373453,,
"OAM","Other OECD America","TOTAL","Total","ROAD_MARKING_COATINGS","Road marking coatings",0.026081,,
"OAM","Other OECD America","TOTAL","Total","ELASTOMERS_TYRES","Elastomers (tyres)",0.143002,,
"OAM","Other OECD America","TOTAL","Total","BIOPLASTICS","Bioplastics",0.072845,,
"OAM","Other OECD America","TOTAL","Total","ABS_ASA_SAN","ABS, ASA, SAN",0.277906,,
"OAM","Other OECD America","TOTAL","Total","TOTAL","Total",13.123088,,
"O22","OECD EU ","OTHER","Other","OTHER","Other",4.521182,,
"O22","OECD EU ","OTHER","Other","LDPE_LLDPE","LDPE, LLDPE",0.821618,,
"O22","OECD EU ","OTHER","Other","HDPE","HDPE",0.64007,,
"O22","OECD EU ","OTHER","Other","PS","PS",0.277381,,
"O22","OECD EU ","OTHER","Other","PVC","PVC",0.996187,,
"O22","OECD EU ","OTHER","Other","PUR","PUR",0.741811,,
"O22","OECD EU ","OTHER","Other","FIBERS","Fibres",1.511481,,
"O22","OECD EU ","OTHER","Other","BIOPLASTICS","Bioplastics",0.036394,,
"O22","OECD EU ","OTHER","Other","ABS_ASA_SAN","ABS, ASA, SAN",0.102236,,
"O22","OECD EU ","OTHER","Other","TOTAL","Total",9.64836,,
"O22","OECD EU ","PACKAGING","Packaging","OTHER","Other",0.213928,,
"O22","OECD EU ","PACKAGING","Packaging","LDPE_LLDPE","LDPE, LLDPE",4.731087,,
"O22","OECD EU ","PACKAGING","Packaging","HDPE","HDPE",4.757081,,
"O22","OECD EU ","PACKAGING","Packaging","PP","PP",4.609926,,
"O22","OECD EU ","PACKAGING","Packaging","PS","PS",0.835762,,
"O22","OECD EU ","PACKAGING","Packaging","PVC","PVC",0.508173,,
"O22","OECD EU ","PACKAGING","Packaging","PET","PET",3.582501,,
"O22","OECD EU ","PACKAGING","Packaging","PUR","PUR",0.047096,,
"O22","OECD EU ","PACKAGING","Packaging","BIOPLASTICS","Bioplastics",0.179929,,
"O22","OECD EU ","PACKAGING","Packaging","TOTAL","Total",19.465483,,
"O22","OECD EU ","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","OTHER","Other",0.540959,,
"O22","OECD EU ","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","LDPE_LLDPE","LDPE, LLDPE",1.053096,,
"O22","OECD EU ","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","HDPE","HDPE",0.790791,,
"O22","OECD EU ","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PP","PP",2.093151,,
"O22","OECD EU ","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PS","PS",0.679893,,
"O22","OECD EU ","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PVC","PVC",0.322964,,
"O22","OECD EU ","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PUR","PUR",0.287874,,
"O22","OECD EU ","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","BIOPLASTICS","Bioplastics",0.022082,,
"O22","OECD EU ","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","ABS_ASA_SAN","ABS, ASA, SAN",0.546295,,
"O22","OECD EU ","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","TOTAL","Total",6.337103,,
"O22","OECD EU ","BUILDING_AND_CONSTRUCTION","Building & construction","OTHER","Other",1.823863,,
"O22","OECD EU ","BUILDING_AND_CONSTRUCTION","Building & construction","LDPE_LLDPE","LDPE, LLDPE",0.67232,,
"O22","OECD EU ","BUILDING_AND_CONSTRUCTION","Building & construction","HDPE","HDPE",2.149598,,
"O22","OECD EU ","BUILDING_AND_CONSTRUCTION","Building & construction","PP","PP",1.061798,,
"O22","OECD EU ","BUILDING_AND_CONSTRUCTION","Building & construction","PS","PS",1.154116,,
"O22","OECD EU ","BUILDING_AND_CONSTRUCTION","Building & construction","PVC","PVC",6.928445,,
"O22","OECD EU ","BUILDING_AND_CONSTRUCTION","Building & construction","PUR","PUR",0.966411,,
"O22","OECD EU ","BUILDING_AND_CONSTRUCTION","Building & construction","BIOPLASTICS","Bioplastics",0.017529,,
"O22","OECD EU ","BUILDING_AND_CONSTRUCTION","Building & construction","ABS_ASA_SAN","ABS, ASA, SAN",0.051745,,
"O22","OECD EU ","BUILDING_AND_CONSTRUCTION","Building & construction","TOTAL","Total",14.825826,,
"O22","OECD EU ","ELECTRICAL_ELECTRONIC","Electrical/electronics","OTHER","Other",0.764015,,
"O22","OECD EU ","ELECTRICAL_ELECTRONIC","Electrical/electronics","LDPE_LLDPE","LDPE, LLDPE",0.205396,,
"O22","OECD EU ","ELECTRICAL_ELECTRONIC","Electrical/electronics","HDPE","HDPE",0.063463,,
"O22","OECD EU ","ELECTRICAL_ELECTRONIC","Electrical/electronics","PP","PP",0.482766,,
"O22","OECD EU ","ELECTRICAL_ELECTRONIC","Electrical/electronics","PS","PS",0.228627,,
"O22","OECD EU ","ELECTRICAL_ELECTRONIC","Electrical/electronics","PVC","PVC",0.198718,,
"O22","OECD EU ","ELECTRICAL_ELECTRONIC","Electrical/electronics","PUR","PUR",0.121109,,
"O22","OECD EU ","ELECTRICAL_ELECTRONIC","Electrical/electronics","BIOPLASTICS","Bioplastics",0.006382,,
"O22","OECD EU ","ELECTRICAL_ELECTRONIC","Electrical/electronics","ABS_ASA_SAN","ABS, ASA, SAN",0.339098,,
"O22","OECD EU ","ELECTRICAL_ELECTRONIC","Electrical/electronics","TOTAL","Total",2.409575,,
"O22","OECD EU ","TRANSPORTATION_-_OTHER","Transportation - other","OTHER","Other",2.823018,,
"O22","OECD EU ","TRANSPORTATION_-_OTHER","Transportation - other","LDPE_LLDPE","LDPE, LLDPE",0.05111,,
"O22","OECD EU ","TRANSPORTATION_-_OTHER","Transportation - other","HDPE","HDPE",0.233059,,
"O22","OECD EU ","TRANSPORTATION_-_OTHER","Transportation - other","PP","PP",1.052295,,
"O22","OECD EU ","TRANSPORTATION_-_OTHER","Transportation - other","PVC","PVC",0.144739,,
"O22","OECD EU ","TRANSPORTATION_-_OTHER","Transportation - other","PUR","PUR",0.339823,,
"O22","OECD EU ","TRANSPORTATION_-_OTHER","Transportation - other","FIBERS","Fibres",0.60407,,
"O22","OECD EU ","TRANSPORTATION_-_OTHER","Transportation - other","BIOPLASTICS","Bioplastics",0.016493,,
"O22","OECD EU ","TRANSPORTATION_-_OTHER","Transportation - other","ABS_ASA_SAN","ABS, ASA, SAN",0.14838,,
"O22","OECD EU ","TRANSPORTATION_-_OTHER","Transportation - other","TOTAL","Total",5.412987,,
"O22","OECD EU ","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.06594,,
"O22","OECD EU ","MARINE_COATINGS","Marine coatings","TOTAL","Total",0.06594,,
"O22","OECD EU ","INDUSTRIAL_MACHINERY","Industrial/machinery","LDPE_LLDPE","LDPE, LLDPE",0.136262,,
"O22","OECD EU ","INDUSTRIAL_MACHINERY","Industrial/machinery","HDPE","HDPE",0.135468,,
"O22","OECD EU ","INDUSTRIAL_MACHINERY","Industrial/machinery","PP","PP",0.180885,,
"O22","OECD EU ","INDUSTRIAL_MACHINERY","Industrial/machinery","PUR","PUR",0.142585,,
"O22","OECD EU ","INDUSTRIAL_MACHINERY","Industrial/machinery","TOTAL","Total",0.595201,,
"O22","OECD EU ","PERSONAL_CARE_PRODUCTS","Personal care products","HDPE","HDPE",0.002681,,
"O22","OECD EU ","PERSONAL_CARE_PRODUCTS","Personal care products","PP","PP",0.000069,,
"O22","OECD EU ","PERSONAL_CARE_PRODUCTS","Personal care products","TOTAL","Total",0.00275,,
"O22","OECD EU ","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","FIBERS","Fibres",2.161495,,
"O22","OECD EU ","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","BIOPLASTICS","Bioplastics",0.017503,,
"O22","OECD EU ","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","TOTAL","Total",2.178997,,
"O22","OECD EU ","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","FIBERS","Fibres",1.949584,,
"O22","OECD EU ","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","TOTAL","Total",1.949584,,
"O22","OECD EU ","ROAD_MARKING","Road marking","ROAD_MARKING_COATINGS","Road marking coatings",0.089058,,
"O22","OECD EU ","ROAD_MARKING","Road marking","TOTAL","Total",0.089058,,
"O22","OECD EU ","TRANSPORTATION_-_TYRES","Transportation - tyres","ELASTOMERS_TYRES","Elastomers (tyres)",0.69253,,
"O22","OECD EU ","TRANSPORTATION_-_TYRES","Transportation - tyres","TOTAL","Total",0.69253,,
"O22","OECD EU ","TOTAL","Total","OTHER","Other",10.686966,,
"O22","OECD EU ","TOTAL","Total","MARINE_COATINGS","Marine coatings",0.06594,,
"O22","OECD EU ","TOTAL","Total","LDPE_LLDPE","LDPE, LLDPE",7.670889,,
"O22","OECD EU ","TOTAL","Total","HDPE","HDPE",8.772211,,
"O22","OECD EU ","TOTAL","Total","PP","PP",9.480891,,
"O22","OECD EU ","TOTAL","Total","PS","PS",3.175779,,
"O22","OECD EU ","TOTAL","Total","PVC","PVC",9.099226,,
"O22","OECD EU ","TOTAL","Total","PET","PET",3.582501,,
"O22","OECD EU ","TOTAL","Total","PUR","PUR",2.646711,,
"O22","OECD EU ","TOTAL","Total","FIBERS","Fibres",6.226629,,
"O22","OECD EU ","TOTAL","Total","ROAD_MARKING_COATINGS","Road marking coatings",0.089058,,
"O22","OECD EU ","TOTAL","Total","ELASTOMERS_TYRES","Elastomers (tyres)",0.69253,,
"O22","OECD EU ","TOTAL","Total","BIOPLASTICS","Bioplastics",0.296312,,
"O22","OECD EU ","TOTAL","Total","ABS_ASA_SAN","ABS, ASA, SAN",1.187753,,
"O22","OECD EU ","TOTAL","Total","TOTAL","Total",63.673394,,
"OE6","OECD Non-EU","OTHER","Other","OTHER","Other",1.531933,,
"OE6","OECD Non-EU","OTHER","Other","LDPE_LLDPE","LDPE, LLDPE",0.247996,,
"OE6","OECD Non-EU","OTHER","Other","HDPE","HDPE",0.18505,,
"OE6","OECD Non-EU","OTHER","Other","PS","PS",0.094535,,
"OE6","OECD Non-EU","OTHER","Other","PVC","PVC",0.314695,,
"OE6","OECD Non-EU","OTHER","Other","PUR","PUR",0.252819,,
"OE6","OECD Non-EU","OTHER","Other","FIBERS","Fibres",0.518982,,
"OE6","OECD Non-EU","OTHER","Other","BIOPLASTICS","Bioplastics",0.012449,,
"OE6","OECD Non-EU","OTHER","Other","ABS_ASA_SAN","ABS, ASA, SAN",0.035247,,
"OE6","OECD Non-EU","OTHER","Other","TOTAL","Total",3.193707,,
"OE6","OECD Non-EU","PACKAGING","Packaging","OTHER","Other",0.074749,,
"OE6","OECD Non-EU","PACKAGING","Packaging","LDPE_LLDPE","LDPE, LLDPE",1.632947,,
"OE6","OECD Non-EU","PACKAGING","Packaging","HDPE","HDPE",1.513787,,
"OE6","OECD Non-EU","PACKAGING","Packaging","PP","PP",1.617472,,
"OE6","OECD Non-EU","PACKAGING","Packaging","PS","PS",0.293115,,
"OE6","OECD Non-EU","PACKAGING","Packaging","PVC","PVC",0.178391,,
"OE6","OECD Non-EU","PACKAGING","Packaging","PET","PET",1.162306,,
"OE6","OECD Non-EU","PACKAGING","Packaging","PUR","PUR",0.016533,,
"OE6","OECD Non-EU","PACKAGING","Packaging","BIOPLASTICS","Bioplastics",0.063163,,
"OE6","OECD Non-EU","PACKAGING","Packaging","TOTAL","Total",6.552462,,
"OE6","OECD Non-EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","OTHER","Other",0.185308,,
"OE6","OECD Non-EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","LDPE_LLDPE","LDPE, LLDPE",0.355619,,
"OE6","OECD Non-EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","HDPE","HDPE",0.247868,,
"OE6","OECD Non-EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PP","PP",0.716417,,
"OE6","OECD Non-EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PS","PS",0.232899,,
"OE6","OECD Non-EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PVC","PVC",0.110761,,
"OE6","OECD Non-EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PUR","PUR",0.098661,,
"OE6","OECD Non-EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","BIOPLASTICS","Bioplastics",0.007573,,
"OE6","OECD Non-EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","ABS_ASA_SAN","ABS, ASA, SAN",0.187352,,
"OE6","OECD Non-EU","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","TOTAL","Total",2.142458,,
"OE6","OECD Non-EU","BUILDING_AND_CONSTRUCTION","Building & construction","OTHER","Other",0.622056,,
"OE6","OECD Non-EU","BUILDING_AND_CONSTRUCTION","Building & construction","LDPE_LLDPE","LDPE, LLDPE",0.213215,,
"OE6","OECD Non-EU","BUILDING_AND_CONSTRUCTION","Building & construction","HDPE","HDPE",0.667904,,
"OE6","OECD Non-EU","BUILDING_AND_CONSTRUCTION","Building & construction","PP","PP",0.341085,,
"OE6","OECD Non-EU","BUILDING_AND_CONSTRUCTION","Building & construction","PS","PS",0.393619,,
"OE6","OECD Non-EU","BUILDING_AND_CONSTRUCTION","Building & construction","PVC","PVC",2.26173,,
"OE6","OECD Non-EU","BUILDING_AND_CONSTRUCTION","Building & construction","PUR","PUR",0.331499,,
"OE6","OECD Non-EU","BUILDING_AND_CONSTRUCTION","Building & construction","BIOPLASTICS","Bioplastics",0.006018,,
"OE6","OECD Non-EU","BUILDING_AND_CONSTRUCTION","Building & construction","ABS_ASA_SAN","ABS, ASA, SAN",0.017764,,
"OE6","OECD Non-EU","BUILDING_AND_CONSTRUCTION","Building & construction","TOTAL","Total",4.85489,,
"OE6","OECD Non-EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","OTHER","Other",0.265309,,
"OE6","OECD Non-EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","LDPE_LLDPE","LDPE, LLDPE",0.071156,,
"OE6","OECD Non-EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","HDPE","HDPE",0.02169,,
"OE6","OECD Non-EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","PP","PP",0.166372,,
"OE6","OECD Non-EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","PS","PS",0.079392,,
"OE6","OECD Non-EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","PVC","PVC",0.068539,,
"OE6","OECD Non-EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","PUR","PUR",0.042064,,
"OE6","OECD Non-EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","BIOPLASTICS","Bioplastics",0.002217,,
"OE6","OECD Non-EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","ABS_ASA_SAN","ABS, ASA, SAN",0.117776,,
"OE6","OECD Non-EU","ELECTRICAL_ELECTRONIC","Electrical/electronics","TOTAL","Total",0.834515,,
"OE6","OECD Non-EU","TRANSPORTATION_-_OTHER","Transportation - other","OTHER","Other",1.003437,,
"OE6","OECD Non-EU","TRANSPORTATION_-_OTHER","Transportation - other","LDPE_LLDPE","LDPE, LLDPE",0.018039,,
"OE6","OECD Non-EU","TRANSPORTATION_-_OTHER","Transportation - other","HDPE","HDPE",0.081825,,
"OE6","OECD Non-EU","TRANSPORTATION_-_OTHER","Transportation - other","PP","PP",0.374245,,
"OE6","OECD Non-EU","TRANSPORTATION_-_OTHER","Transportation - other","PVC","PVC",0.051476,,
"OE6","OECD Non-EU","TRANSPORTATION_-_OTHER","Transportation - other","PUR","PUR",0.120857,,
"OE6","OECD Non-EU","TRANSPORTATION_-_OTHER","Transportation - other","FIBERS","Fibres",0.214835,,
"OE6","OECD Non-EU","TRANSPORTATION_-_OTHER","Transportation - other","BIOPLASTICS","Bioplastics",0.005866,,
"OE6","OECD Non-EU","TRANSPORTATION_-_OTHER","Transportation - other","ABS_ASA_SAN","ABS, ASA, SAN",0.052771,,
"OE6","OECD Non-EU","TRANSPORTATION_-_OTHER","Transportation - other","TOTAL","Total",1.923351,,
"OE6","OECD Non-EU","MARINE_COATINGS","Marine coatings","MARINE_COATINGS","Marine coatings",0.022874,,
"OE6","OECD Non-EU","MARINE_COATINGS","Marine coatings","TOTAL","Total",0.022874,,
"OE6","OECD Non-EU","INDUSTRIAL_MACHINERY","Industrial/machinery","LDPE_LLDPE","LDPE, LLDPE",0.04094,,
"OE6","OECD Non-EU","INDUSTRIAL_MACHINERY","Industrial/machinery","HDPE","HDPE",0.039313,,
"OE6","OECD Non-EU","INDUSTRIAL_MACHINERY","Industrial/machinery","PP","PP",0.055632,,
"OE6","OECD Non-EU","INDUSTRIAL_MACHINERY","Industrial/machinery","PUR","PUR",0.04994,,
"OE6","OECD Non-EU","INDUSTRIAL_MACHINERY","Industrial/machinery","TOTAL","Total",0.185825,,
"OE6","OECD Non-EU","PERSONAL_CARE_PRODUCTS","Personal care products","HDPE","HDPE",0.000931,,
"OE6","OECD Non-EU","PERSONAL_CARE_PRODUCTS","Personal care products","PP","PP",0.000024,,
"OE6","OECD Non-EU","PERSONAL_CARE_PRODUCTS","Personal care products","TOTAL","Total",0.000955,,
"OE6","OECD Non-EU","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","FIBERS","Fibres",0.722742,,
"OE6","OECD Non-EU","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","BIOPLASTICS","Bioplastics",0.006109,,
"OE6","OECD Non-EU","TEXTILE_SECTOR_-_CLOTHING","Textile sector - clothing","TOTAL","Total",0.728851,,
"OE6","OECD Non-EU","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","FIBERS","Fibres",0.6629,,
"OE6","OECD Non-EU","TEXTILE_SECTOR_-_OTHERS","Textile sector - others","TOTAL","Total",0.6629,,
"OE6","OECD Non-EU","ROAD_MARKING","Road marking","ROAD_MARKING_COATINGS","Road marking coatings",0.030659,,
"OE6","OECD Non-EU","ROAD_MARKING","Road marking","TOTAL","Total",0.030659,,
"OE6","OECD Non-EU","TRANSPORTATION_-_TYRES","Transportation - tyres","ELASTOMERS_TYRES","Elastomers (tyres)",0.237291,,
"OE6","OECD Non-EU","TRANSPORTATION_-_TYRES","Transportation - tyres","TOTAL","Total",0.237291,,
"OE6","OECD Non-EU","TOTAL","Total","OTHER","Other",3.682793,,
"OE6","OECD Non-EU","TOTAL","Total","MARINE_COATINGS","Marine coatings",0.022874,,
"OE6","OECD Non-EU","TOTAL","Total","LDPE_LLDPE","LDPE, LLDPE",2.579913,,
"OE6","OECD Non-EU","TOTAL","Total","HDPE","HDPE",2.758367,,
"OE6","OECD Non-EU","TOTAL","Total","PP","PP",3.271246,,
"OE6","OECD Non-EU","TOTAL","Total","PS","PS",1.093561,,
"OE6","OECD Non-EU","TOTAL","Total","PVC","PVC",2.985592,,
"OE6","OECD Non-EU","TOTAL","Total","PET","PET",1.162306,,
"OE6","OECD Non-EU","TOTAL","Total","PUR","PUR",0.912373,,
"OE6","OECD Non-EU","TOTAL","Total","FIBERS","Fibres",2.11946,,
"OE6","OECD Non-EU","TOTAL","Total","ROAD_MARKING_COATINGS","Road marking coatings",0.030659,,
"OE6","OECD Non-EU","TOTAL","Total","ELASTOMERS_TYRES","Elastomers (tyres)",0.237291,,
"OE6","OECD Non-EU","TOTAL","Total","BIOPLASTICS","Bioplastics",0.103394,,
"OE6","OECD Non-EU","TOTAL","Total","ABS_ASA_SAN","ABS, ASA, SAN",0.41091,,
"OE6","OECD Non-EU","TOTAL","Total","TOTAL","Total",21.370738,,
"OPA","OECD Asia","OTHER","Other","OTHER","Other",1.074981,,
"OPA","OECD Asia","OTHER","Other","LDPE_LLDPE","LDPE, LLDPE",0.183895,,
"OPA","OECD Asia","OTHER","Other","HDPE","HDPE",0.144412,,
"OPA","OECD Asia","OTHER","Other","PS","PS",0.0663,,
"OPA","OECD Asia","OTHER","Other","PVC","PVC",0.227791,,
"OPA","OECD Asia","OTHER","Other","PUR","PUR",0.180421,,
"OPA","OECD Asia","OTHER","Other","FIBERS","Fibres",0.359968,,
"OPA","OECD Asia","OTHER","Other","BIOPLASTICS","Bioplastics",0.008709,,
"OPA","OECD Asia","OTHER","Other","ABS_ASA_SAN","ABS, ASA, SAN",0.024601,,
"OPA","OECD Asia","OTHER","Other","TOTAL","Total",2.271077,,
"OPA","OECD Asia","PACKAGING","Packaging","OTHER","Other",0.05577,,
"OPA","OECD Asia","PACKAGING","Packaging","LDPE_LLDPE","LDPE, LLDPE",1.223577,,
"OPA","OECD Asia","PACKAGING","Packaging","HDPE","HDPE",1.157805,,
"OPA","OECD Asia","PACKAGING","Packaging","PP","PP",1.181299,,
"OPA","OECD Asia","PACKAGING","Packaging","PS","PS",0.21586,,
"OPA","OECD Asia","PACKAGING","Packaging","PVC","PVC",0.131318,,
"OPA","OECD Asia","PACKAGING","Packaging","PET","PET",0.901068,,
"OPA","OECD Asia","PACKAGING","Packaging","PUR","PUR",0.01217,,
"OPA","OECD Asia","PACKAGING","Packaging","BIOPLASTICS","Bioplastics",0.046496,,
"OPA","OECD Asia","PACKAGING","Packaging","TOTAL","Total",4.925363,,
"OPA","OECD Asia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","OTHER","Other",0.145118,,
"OPA","OECD Asia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","LDPE_LLDPE","LDPE, LLDPE",0.280174,,
"OPA","OECD Asia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","HDPE","HDPE",0.201622,,
"OPA","OECD Asia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PP","PP",0.560717,,
"OPA","OECD Asia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PS","PS",0.18239,,
"OPA","OECD Asia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PVC","PVC",0.086697,,
"OPA","OECD Asia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","PUR","PUR",0.077247,,
"OPA","OECD Asia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","BIOPLASTICS","Bioplastics",0.005928,,
"OPA","OECD Asia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","ABS_ASA_SAN","ABS, ASA, SAN",0.146648,,
"OPA","OECD Asia","CONSUMER___INSTITUTIONAL_PRODUCTS","Consumer & institutional Products","TOTAL","Total",1.686541,,
"OPA","OECD Asia","BUILDING_AND_CONSTRUCTION","Building & construction","OTHER","Other",0.799034,,
"OPA","OECD Asia","BUILDING_AND_CONSTRUCTION","Building & construction","LDPE_LLDPE","LDPE, LLDPE",0.268286,,
"OPA","OECD Asia","BUILDING_AND_CONSTRUCTION","Building & construction","HDPE","HDPE",0.835338,,
